
BSSID, First time seen, Last time seen, channel, Speed, Privacy, Cipher, Authentication, Power, # beacons, # IV, LAN IP, ID-length, ESSID, Key
4A:3E:7E:E9:CF:C3, 2022-08-11 22:49:46, 2022-08-11 22:49:46, -75,        2, (not associated) ,
8A:8D:2E:C0:2B:2A, 2022-08-11 22:49:45, 2022-08-11 22:49:45, -69,        1, (not associated) ,
B6:C5:74:03:D0:B2, 2022-08-11 22:49:57, 2022-08-11 22:49:57, -80,        2, (not associated) ,
6E:46:0E:DA:C3:48, 2022-08-11 22:50:02, 2022-08-11 22:50:02, -80,        2, (not associated) ,
CE:9A:AE:FE:78:60, 2022-08-11 22:49:57, 2022-08-11 22:49:57, -76,        2, (not associated) ,
42:56:31:B0:A8:0F, 2022-08-11 22:50:11, 2022-08-11 22:50:11, -80,        1, (not associated) ,
5A:70:2E:D4:DE:A7, 2022-08-11 22:50:12, 2022-08-11 22:50:12, -80,        1, (not associated) ,
96:63:F0:DB:AB:4D, 2022-08-11 22:50:13, 2022-08-11 22:50:13, -77,        1, (not associated) ,
8C:88:2B:60:0D:7F, 2022-08-11 21:02:29, 2022-08-11 22:50:09, -73,        5, (not associated) ,
F2:5D:92:82:0A:38, 2022-08-11 22:50:21, 2022-08-11 22:50:21, -82,        1, (not associated) ,
C6:3C:E3:89:51:35, 2022-08-11 22:50:26, 2022-08-11 22:50:26, -79,        1, (not associated) ,
4E:E6:3D:27:F8:21, 2022-08-11 22:50:24, 2022-08-11 22:50:24, -78,        2, (not associated) ,
E2:3B:8A:F8:6C:DD, 2022-08-11 22:50:26, 2022-08-11 22:50:26, -77,        1, (not associated) ,
BC:98:DF:B2:66:95, 2022-08-11 22:50:26, 2022-08-11 22:50:26, -76,        4, (not associated) ,
FA:23:7C:08:E3:CB, 2022-08-11 22:50:22, 2022-08-11 22:50:22, -73,        2, (not associated) ,
5A:D0:52:AA:B5:56, 2022-08-11 22:50:33, 2022-08-11 22:50:33, -81,        1, (not associated) ,
5E:16:42:88:8E:50, 2022-08-11 22:50:38, 2022-08-11 22:50:38, -80,        2, (not associated) ,
66:0A:E4:8A:47:40, 2022-08-11 22:50:37, 2022-08-11 22:50:37, -77,        3, (not associated) ,
DA:8D:60:33:BD:EF, 2022-08-11 22:50:45, 2022-08-11 22:50:45, -80,        1, (not associated) ,
AE:07:D3:AB:E1:EA, 2022-08-11 22:50:48, 2022-08-11 22:50:48, -80,        1, (not associated) ,
3A:D7:A6:B4:75:00, 2022-08-11 22:50:50, 2022-08-11 22:50:50, -79,        1, (not associated) ,
9E:C0:F7:64:BC:BE, 2022-08-11 22:50:49, 2022-08-11 22:50:49, -73,        1, (not associated) ,
CA:3A:69:71:6B:29, 2022-08-11 22:50:47, 2022-08-11 22:50:47, -70,        1, (not associated) ,
5A:FD:A1:9D:16:9D, 2022-08-11 22:50:49, 2022-08-11 22:50:49, -66,        1, (not associated) ,
52:8A:0D:4B:79:EE, 2022-08-11 22:51:00, 2022-08-11 22:51:00, -81,        1, (not associated) ,
DE:25:9B:DE:39:64, 2022-08-11 19:37:07, 2022-08-11 22:51:13, -79,      167, 10:93:97:D0:B7:38,
B2:B2:8C:D0:DE:75, 2022-08-11 22:51:21, 2022-08-11 22:51:21, -78,        1, (not associated) ,
6A:7A:4E:62:7F:71, 2022-08-11 22:51:21, 2022-08-11 22:51:21, -75,        2, (not associated) ,
26:7D:B6:A2:06:95, 2022-08-11 22:51:21, 2022-08-11 22:51:21, -71,        1, (not associated) ,
7E:31:FA:26:CD:F9, 2022-08-11 22:51:25, 2022-08-11 22:51:25, -70,        1, (not associated) ,
62:85:24:0D:6A:95, 2022-08-11 20:44:36, 2022-08-11 22:51:35, -82,       10, (not associated) ,
92:EC:EF:E1:0F:48, 2022-08-11 22:51:33, 2022-08-11 22:51:33, -76,        1, (not associated) ,
3E:29:7F:B7:13:AA, 2022-08-11 22:51:50, 2022-08-11 22:51:50, -81,        1, (not associated) ,
6A:B5:AE:86:6C:DC, 2022-08-11 22:51:45, 2022-08-11 22:51:45, -76,        2, (not associated) ,
D6:5B:AA:DF:3E:B0, 2022-08-11 22:51:57, 2022-08-11 22:51:57, -80,        2, (not associated) ,
86:F1:12:A7:6C:3A, 2022-08-11 22:51:58, 2022-08-11 22:51:58, -80,        1, (not associated) ,
32:A6:DB:64:2B:42, 2022-08-11 22:52:01, 2022-08-11 22:52:01, -78,        1, (not associated) ,
EA:4C:C6:C7:FF:0A, 2022-08-11 22:51:58, 2022-08-11 22:51:58, -77,        2, (not associated) ,
22:8D:59:90:A2:C1, 2022-08-11 22:51:58, 2022-08-11 22:51:58, -76,        1, (not associated) ,
C6:F3:73:30:0F:0D, 2022-08-11 22:51:57, 2022-08-11 22:51:57, -75,        3, (not associated) ,
1A:3A:E1:B4:05:0B, 2022-08-11 22:52:09, 2022-08-11 22:52:09, -77,        1, (not associated) ,
96:69:44:E3:1B:24, 2022-08-11 22:52:11, 2022-08-11 22:52:11, -76,        4, (not associated) ,
E6:C7:34:7E:02:A6, 2022-08-11 22:52:10, 2022-08-11 22:52:10, -74,        1, (not associated) ,
CA:CD:D2:D8:C8:09, 2022-08-11 22:52:23, 2022-08-11 22:52:23, -84,        1, (not associated) ,
0E:F7:90:2B:05:09, 2022-08-11 22:52:25, 2022-08-11 22:52:25, -82,        1, (not associated) ,
CE:E9:34:1D:A4:99, 2022-08-11 22:52:23, 2022-08-11 22:52:23, -81,        2, (not associated) ,
DA:89:2B:E2:77:A5, 2022-08-11 22:52:33, 2022-08-11 22:52:33, -83,        4, (not associated) ,
FA:16:72:B0:67:7D, 2022-08-11 22:52:37, 2022-08-11 22:52:37, -82,        1, (not associated) ,
32:B6:2F:B6:30:44, 2022-08-11 22:52:45, 2022-08-11 22:52:45, -78,        1, (not associated) ,
1E:0E:28:40:87:77, 2022-08-11 22:52:46, 2022-08-11 22:52:46, -78,        1, (not associated) ,
5E:20:E0:80:11:82, 2022-08-11 22:53:00, 2022-08-11 22:53:00, -79,        1, (not associated) ,
1A:56:27:79:24:3A, 2022-08-11 22:53:11, 2022-08-11 22:53:11, -80,        1, (not associated) ,
1A:FE:ED:17:43:28, 2022-08-11 22:53:09, 2022-08-11 22:53:09, -79,        1, (not associated) ,
92:76:78:5E:B3:5F, 2022-08-11 22:53:11, 2022-08-11 22:53:11, -77,        1, (not associated) ,
AE:70:0C:F5:91:42, 2022-08-11 22:53:12, 2022-08-11 22:53:12, -74,        2, (not associated) ,
1E:9B:86:84:45:10, 2022-08-11 22:53:26, 2022-08-11 22:53:26, -83,        1, (not associated) ,
7A:F4:91:13:1F:60, 2022-08-11 22:53:23, 2022-08-11 22:53:23, -82,        1, (not associated) ,
7E:BE:87:DF:C3:C4, 2022-08-11 22:53:15, 2022-08-11 22:53:23, -78,       38, 58:D9:C3:7A:35:F0,
B2:14:2B:64:14:19, 2022-08-11 22:53:21, 2022-08-11 22:53:21, -78,        1, (not associated) ,
16:71:70:C8:3D:A9, 2022-08-11 22:53:22, 2022-08-11 22:53:22, -78,        2, (not associated) ,
DE:87:58:D3:BB:24, 2022-08-11 22:53:25, 2022-08-11 22:53:26, -70,        6, (not associated) ,
26:8A:34:F8:98:AE, 2022-08-11 22:53:34, 2022-08-11 22:53:34, -80,        2, (not associated) ,
9A:56:00:95:C2:73, 2022-08-11 22:53:33, 2022-08-11 22:53:33, -77,        1, (not associated) ,
EE:8C:94:35:53:F6, 2022-08-11 22:53:49, 2022-08-11 22:53:49, -83,        1, (not associated) ,
AA:F8:71:49:E7:57, 2022-08-11 22:53:49, 2022-08-11 22:53:49, -79,        3, (not associated) ,
7E:A9:A4:E0:A3:AE, 2022-08-11 22:53:47, 2022-08-11 22:53:47, -77,        2, (not associated) ,
5A:01:2D:D8:3C:71, 2022-08-11 22:53:49, 2022-08-11 22:53:49, -75,        2, (not associated) ,
8A:11:CE:00:87:C6, 2022-08-11 22:53:57, 2022-08-11 22:53:57, -82,        1, (not associated) ,
CA:D4:90:7E:AC:17, 2022-08-11 22:54:01, 2022-08-11 22:54:01, -79,        1, (not associated) ,
3A:0D:1B:28:A4:C9, 2022-08-11 22:53:59, 2022-08-11 22:53:59, -75,        1, (not associated) ,
22:8C:B4:D0:51:26, 2022-08-11 22:54:22, 2022-08-11 22:54:22, -81,        1, (not associated) ,
AA:DD:1F:33:B3:59, 2022-08-11 22:54:35, 2022-08-11 22:54:35, -83,        1, (not associated) ,
86:2C:E5:C0:96:11, 2022-08-11 22:54:34, 2022-08-11 22:54:34, -79,        1, (not associated) ,
3A:E6:BE:27:72:A3, 2022-08-11 22:54:37, 2022-08-11 22:54:37, -79,        1, (not associated) ,
62:89:92:60:81:A1, 2022-08-11 22:54:35, 2022-08-11 22:54:35, -78,        1, (not associated) ,
F6:30:48:2C:AD:9B, 2022-08-11 22:54:35, 2022-08-11 22:54:35, -76,        1, (not associated) ,
D6:94:CD:49:0F:AD, 2022-08-11 22:54:46, 2022-08-11 22:54:46, -81,        1, (not associated) ,
02:93:3B:CD:65:5C, 2022-08-11 22:54:47, 2022-08-11 22:54:47, -78,        2, (not associated) ,
62:9D:F5:CF:14:38, 2022-08-11 22:54:19, 2022-08-11 22:54:47, -77,        5, (not associated) ,
2E:60:3D:7C:92:F1, 2022-08-11 22:54:46, 2022-08-11 22:54:46, -73,        2, (not associated) ,
1E:3E:1D:16:DA:67, 2022-08-11 22:54:59, 2022-08-11 22:54:59, -84,        2, (not associated) ,
AA:BC:DA:09:5D:D8, 2022-08-11 22:54:58, 2022-08-11 22:54:58, -80,        2, (not associated) ,
02:09:CE:47:D0:A7, 2022-08-11 22:55:00, 2022-08-11 22:55:00, -80,        3, (not associated) ,
02:DC:5F:E1:03:B1, 2022-08-11 22:54:59, 2022-08-11 22:54:59, -74,        1, (not associated) ,
EA:BA:9D:98:6F:6B, 2022-08-11 22:55:10, 2022-08-11 22:55:10, -78,        2, (not associated) ,
8A:3C:1C:2B:36:30, 2022-08-11 22:55:26, 2022-08-11 22:55:26, -77,        1, (not associated) ,
FE:5A:77:4E:71:59, 2022-08-11 22:55:25, 2022-08-11 22:55:25, -73,        1, (not associated) ,
06:C1:F0:85:78:43, 2022-08-11 22:55:46, 2022-08-11 22:55:46, -80,        1, (not associated) ,
D2:34:C4:13:D6:32, 2022-08-11 22:55:49, 2022-08-11 22:55:49, -79,        1, (not associated) ,
DE:C8:B9:36:A0:64, 2022-08-11 22:55:47, 2022-08-11 22:55:47, -74,        3, (not associated) ,
38:9A:F6:F0:91:59, 2022-08-11 22:55:46, 2022-08-11 22:55:46,  -1,        1, 80:8F:E8:A9:8E:8F,
C2:3D:78:87:C8:B8, 2022-08-11 22:56:00, 2022-08-11 22:56:10, -80,        4, (not associated) ,
82:75:7A:9F:4C:04, 2022-08-11 22:56:12, 2022-08-11 22:56:12, -78,        4, (not associated) ,
82:00:F9:4F:B9:93, 2022-08-11 22:56:12, 2022-08-11 22:56:13, -77,        3, (not associated) ,
8A:9F:AB:11:F8:95, 2022-08-11 22:56:33, 2022-08-11 22:56:33, -70,        2, (not associated) ,
8E:30:36:56:11:FA, 2022-08-11 22:56:45, 2022-08-11 22:56:45, -80,        1, (not associated) ,
E6:0E:59:A4:78:37, 2022-08-11 22:56:47, 2022-08-11 22:56:47, -80,        2, (not associated) ,
C2:C3:0B:08:E0:89, 2022-08-11 22:56:46, 2022-08-11 22:56:46, -79,        2, (not associated) ,
22:C2:4B:6B:C9:21, 2022-08-11 21:51:38, 2022-08-11 22:57:01, -84,      853, 8C:44:4F:0C:F0:20,NET_ sabor do racho 2G
32:71:CB:8B:FD:9E, 2022-08-11 22:56:59, 2022-08-11 22:56:59, -82,        1, (not associated) ,
3E:87:29:B2:E0:8A, 2022-08-11 22:56:59, 2022-08-11 22:56:59, -75,        1, (not associated) ,
66:1C:AF:4A:CE:FF, 2022-08-11 22:57:14, 2022-08-11 22:57:14, -83,        1, (not associated) ,
A6:F8:E5:BB:D3:94, 2022-08-11 22:57:14, 2022-08-11 22:57:14, -80,        2, (not associated) ,
DA:CA:F8:77:B8:4A, 2022-08-11 22:57:22, 2022-08-11 22:57:22, -77,        2, (not associated) ,
5A:E1:BD:BB:C7:8A, 2022-08-11 22:57:23, 2022-08-11 22:57:23,  -1,        6, 56:A6:5C:11:77:7D,
9A:64:06:95:FC:F6, 2022-08-11 22:57:45, 2022-08-11 22:57:45, -80,        1, (not associated) ,
7E:F6:7E:CD:11:10, 2022-08-11 22:57:46, 2022-08-11 22:57:46, -74,        2, (not associated) ,
EA:10:65:CE:D2:37, 2022-08-11 22:58:01, 2022-08-11 22:58:01, -83,        2, (not associated) ,
CA:F4:3F:C1:6A:74, 2022-08-11 22:58:12, 2022-08-11 22:58:12, -82,        1, (not associated) ,
AA:DC:6C:C8:50:5E, 2022-08-11 22:58:11, 2022-08-11 22:58:11, -79,        2, (not associated) ,
82:89:BA:9D:1D:44, 2022-08-11 22:58:14, 2022-08-11 22:58:14, -79,        1, (not associated) ,
B2:D4:E8:36:81:36, 2022-08-11 22:58:25, 2022-08-11 22:58:25, -75,        1, (not associated) ,
9A:D7:E8:DD:F3:7C, 2022-08-11 22:58:37, 2022-08-11 22:58:37, -81,        1, (not associated) ,
6E:72:73:E5:3C:D6, 2022-08-11 22:58:38, 2022-08-11 22:58:38, -81,        1, (not associated) ,
D2:DC:78:31:16:D0, 2022-08-11 22:58:45, 2022-08-11 22:58:45, -82,        1, (not associated) ,
CA:1C:45:C4:0C:E4, 2022-08-11 22:58:50, 2022-08-11 22:58:50, -79,        2, (not associated) ,
12:06:E4:77:A2:3D, 2022-08-11 22:59:14, 2022-08-11 22:59:14, -79,        1, (not associated) ,
86:95:40:07:EC:8E, 2022-08-11 22:59:09, 2022-08-11 22:59:09, -77,        1, (not associated) ,
82:2D:A4:5A:5D:58, 2022-08-11 22:59:14, 2022-08-11 22:59:14, -73,        1, (not associated) ,
44:A3:F9:AF:FD:39, 2022-08-11 22:59:25, 2022-08-11 22:59:25, -80,        2, (not associated) ,
F2:DD:58:76:FE:2E, 2022-08-11 22:59:26, 2022-08-11 22:59:26, -78,        1, (not associated) ,
56:AC:94:7B:E2:99, 2022-08-11 22:59:33, 2022-08-11 22:59:33, -85,        1, (not associated) ,
DA:A1:19:2D:95:80, 2022-08-11 22:59:35, 2022-08-11 22:59:35, -80,        1, (not associated) ,
82:E0:00:6B:1F:D1, 2022-08-11 22:59:35, 2022-08-11 22:59:35, -78,        1, (not associated) ,
6A:84:FD:34:19:6C, 2022-08-11 22:59:33, 2022-08-11 22:59:33, -74,        2, (not associated) ,
9E:7C:AA:92:2C:A4, 2022-08-11 22:59:47, 2022-08-11 22:59:47, -84,        2, (not associated) ,
AA:55:9F:F4:48:4A, 2022-08-11 22:59:45, 2022-08-11 22:59:45, -82,        1, (not associated) ,
92:0A:DD:A0:78:C2, 2022-08-11 22:59:49, 2022-08-11 22:59:49, -80,        1, (not associated) ,
4A:A2:2E:06:D9:15, 2022-08-11 22:59:59, 2022-08-11 22:59:59, -80,        2, (not associated) ,
02:F8:B5:86:DC:63, 2022-08-11 22:59:57, 2022-08-11 22:59:57, -77,        1, (not associated) ,
0A:F0:B6:E0:2E:61, 2022-08-11 23:00:14, 2022-08-11 23:00:14, -82,        1, (not associated) ,
8A:32:76:72:89:15, 2022-08-11 23:00:21, 2022-08-11 23:00:21, -81,        3, (not associated) ,
72:BB:F3:28:52:4F, 2022-08-11 23:00:22, 2022-08-11 23:00:22, -80,        1, (not associated) ,
32:89:4B:B8:EC:42, 2022-08-11 23:00:22, 2022-08-11 23:00:22, -79,        1, (not associated) ,
2A:3A:51:8D:74:83, 2022-08-11 23:00:24, 2022-08-11 23:00:24, -78,        1, (not associated) ,
FA:AB:2F:B4:ED:E2, 2022-08-11 23:00:26, 2022-08-11 23:00:26, -78,        1, (not associated) ,
2A:AC:EB:F3:51:33, 2022-08-11 23:00:25, 2022-08-11 23:00:25, -74,        1, (not associated) ,
A2:49:56:4A:33:63, 2022-08-11 23:00:21, 2022-08-11 23:00:21, -73,        1, (not associated) ,
4A:8C:04:F7:90:DA, 2022-08-11 23:00:35, 2022-08-11 23:00:35, -82,        1, (not associated) ,
46:C6:5C:5A:A5:DB, 2022-08-11 23:00:38, 2022-08-11 23:00:38, -82,        1, (not associated) ,
CC:88:26:67:47:0E, 2022-08-11 19:24:17, 2022-08-11 23:00:37, -73,        9, (not associated) ,
E2:C0:50:B7:C0:45, 2022-08-11 23:00:48, 2022-08-11 23:00:48, -78,        1, (not associated) ,
56:D8:7B:23:B3:76, 2022-08-11 23:01:02, 2022-08-11 23:01:02, -83,        1, (not associated) ,
8A:E8:3D:8E:E0:8C, 2022-08-11 23:01:01, 2022-08-11 23:01:01, -80,        1, (not associated) ,
E2:D1:7B:22:D6:E1, 2022-08-11 23:01:46, 2022-08-11 23:01:46, -75,        2, (not associated) ,
BE:30:D2:1F:25:EA, 2022-08-11 23:01:57, 2022-08-11 23:01:57, -77,        4, (not associated) ,
32:03:89:EC:83:D5, 2022-08-11 23:02:24, 2022-08-11 23:02:24, -84,        2, (not associated) ,
66:E2:E0:9A:D7:EF, 2022-08-11 23:02:24, 2022-08-11 23:02:24, -83,        1, (not associated) ,
02:3B:22:EF:25:B7, 2022-08-11 23:02:38, 2022-08-11 23:02:38, -85,        1, (not associated) ,
62:AA:C3:5D:B3:9A, 2022-08-11 23:02:37, 2022-08-11 23:02:37, -80,        2, (not associated) ,
CA:E9:BF:94:1C:70, 2022-08-11 23:02:37, 2022-08-11 23:02:37, -79,        1, (not associated) ,
7A:B5:43:D0:A4:59, 2022-08-11 23:02:45, 2022-08-11 23:02:45, -82,        2, (not associated) ,
96:35:F2:91:8D:ED, 2022-08-11 23:02:49, 2022-08-11 23:02:49, -79,        1, (not associated) ,
82:88:E7:9F:CC:8D, 2022-08-11 23:02:57, 2022-08-11 23:02:57, -82,        1, (not associated) ,
AE:A8:7A:6E:11:BC, 2022-08-11 23:03:01, 2022-08-11 23:03:01, -81,        1, (not associated) ,
C6:43:06:67:30:0D, 2022-08-11 23:02:57, 2022-08-11 23:02:57, -79,        1, (not associated) ,
FE:59:CE:3A:1A:C6, 2022-08-11 23:03:13, 2022-08-11 23:03:13, -71,        2, CC:ED:21:98:F4:19,
76:BE:E5:A0:06:FB, 2022-08-11 23:03:26, 2022-08-11 23:03:26, -83,        1, (not associated) ,
4A:DD:9E:D8:31:D4, 2022-08-11 23:03:21, 2022-08-11 23:03:21, -81,        1, (not associated) ,
38:30:F9:41:DD:3A, 2022-08-11 22:48:06, 2022-08-11 23:03:25, -80,      186, 8C:44:4F:0C:F0:20,
DA:A1:19:E4:14:72, 2022-08-11 23:03:21, 2022-08-11 23:03:21, -79,        3, (not associated) ,
0A:49:D1:90:E1:4C, 2022-08-11 23:03:34, 2022-08-11 23:03:34, -80,        2, (not associated) ,
AA:D0:6D:FE:8B:BD, 2022-08-11 23:03:37, 2022-08-11 23:03:37, -78,        1, (not associated) ,
72:07:7C:00:77:E4, 2022-08-11 23:03:46, 2022-08-11 23:03:46, -77,        1, (not associated) ,
36:79:3D:01:1A:D8, 2022-08-11 19:29:28, 2022-08-11 23:03:48, -74,    21007, 5C:76:95:93:67:90,
16:51:8B:8C:72:F5, 2022-08-11 23:03:57, 2022-08-11 23:03:57, -86,        2, (not associated) ,
2E:8C:75:A3:30:12, 2022-08-11 23:03:59, 2022-08-11 23:03:59, -79,        2, (not associated) ,
0A:AA:34:A0:B4:25, 2022-08-11 23:04:00, 2022-08-11 23:04:00, -79,        2, (not associated) ,
DA:A1:19:E1:80:6B, 2022-08-11 23:04:10, 2022-08-11 23:04:10, -83,        1, (not associated) ,
5E:AF:DC:2F:F9:7C, 2022-08-11 18:46:58, 2022-08-11 23:04:21, -83,       39, 04:25:E0:BD:2E:79,
AE:B1:BF:3C:4B:7F, 2022-08-11 23:04:37, 2022-08-11 23:04:37, -84,        3, (not associated) ,
FC:64:3A:ED:B4:4A, 2022-08-11 18:44:05, 2022-08-11 23:04:35, -82,      970, 8C:44:4F:0C:F0:20,
16:AC:3C:11:63:11, 2022-08-11 23:04:35, 2022-08-11 23:04:35, -80,        1, (not associated) ,
DA:A1:19:D6:75:60, 2022-08-11 23:04:37, 2022-08-11 23:04:37, -80,        1, (not associated) ,
2A:82:6C:8C:EA:C0, 2022-08-11 23:04:45, 2022-08-11 23:04:45, -82,        3, (not associated) ,
EE:27:91:88:C7:B3, 2022-08-11 23:04:50, 2022-08-11 23:04:50, -78,        1, (not associated) ,
52:AC:90:5A:77:14, 2022-08-11 23:05:00, 2022-08-11 23:05:00, -77,        2, (not associated) ,hotelvieiras
0E:A1:54:8D:6B:2F, 2022-08-11 23:05:02, 2022-08-11 23:05:02, -77,        1, (not associated) ,
A2:04:98:F2:0A:65, 2022-08-11 23:05:25, 2022-08-11 23:05:25, -86,        2, (not associated) ,
F6:AA:E5:C9:21:EE, 2022-08-11 23:05:21, 2022-08-11 23:05:21, -82,        1, (not associated) ,
62:DD:BD:54:D0:6C, 2022-08-11 23:05:22, 2022-08-11 23:05:22, -81,        1, (not associated) ,
DE:DB:27:07:63:FB, 2022-08-11 23:05:24, 2022-08-11 23:05:24, -80,        1, (not associated) ,
DE:F2:78:76:04:BC, 2022-08-11 23:05:21, 2022-08-11 23:05:21, -79,        1, (not associated) ,
FA:9E:3E:8B:40:E5, 2022-08-11 23:05:25, 2022-08-11 23:05:25, -79,        1, (not associated) ,
7E:2F:FD:4A:A8:30, 2022-08-11 23:05:23, 2022-08-11 23:05:23, -77,        2, (not associated) ,
E2:07:1B:94:EF:76, 2022-08-11 23:05:25, 2022-08-11 23:05:26, -72,        4, (not associated) ,
BE:AD:5A:3F:67:99, 2022-08-11 23:05:37, 2022-08-11 23:05:37, -85,        1, (not associated) ,
DA:A1:19:4D:EC:A0, 2022-08-11 21:06:11, 2022-08-11 23:05:47, -82,        2, (not associated) ,
CA:2A:F7:64:C9:1A, 2022-08-11 23:05:48, 2022-08-11 23:05:48, -78,        2, (not associated) ,
6E:C0:75:64:5D:BD, 2022-08-11 23:05:47, 2022-08-11 23:05:47, -77,        1, (not associated) ,
6A:E7:06:C0:2A:59, 2022-08-11 23:06:00, 2022-08-11 23:06:00, -82,        1, (not associated) ,
92:99:A3:88:CD:2F, 2022-08-11 23:06:01, 2022-08-11 23:06:01, -81,        2, (not associated) ,
DE:4C:F4:91:FF:7D, 2022-08-11 23:06:24, 2022-08-11 23:06:24, -70,        1, (not associated) ,
DA:A1:19:D0:01:B5, 2022-08-11 23:06:33, 2022-08-11 23:06:33, -80,        1, (not associated) ,
82:32:25:87:A7:5E, 2022-08-11 23:06:34, 2022-08-11 23:06:34, -79,        1, (not associated) ,
9E:2F:D0:82:72:14, 2022-08-11 23:06:48, 2022-08-11 23:06:48, -81,        3, (not associated) ,
0A:E3:65:9B:E3:18, 2022-08-11 23:06:59, 2022-08-11 23:06:59, -76,        1, (not associated) ,
96:A9:12:E7:17:E8, 2022-08-11 23:06:59, 2022-08-11 23:06:59, -74,        2, (not associated) ,
2E:05:AF:83:4D:C6, 2022-08-11 23:07:12, 2022-08-11 23:07:12, -84,        1, (not associated) ,
BA:A9:79:00:E7:55, 2022-08-11 23:07:09, 2022-08-11 23:07:09, -82,        2, (not associated) ,
5E:AC:C0:FE:11:F2, 2022-08-11 23:07:09, 2022-08-11 23:07:09, -79,        1, (not associated) ,
FA:3A:B8:8F:A2:9A, 2022-08-11 23:07:37, 2022-08-11 23:07:37, -79,        1, (not associated) ,
B2:79:CE:7F:74:7B, 2022-08-11 23:07:50, 2022-08-11 23:07:50, -83,        1, (not associated) ,
38:9A:F6:6E:37:A9, 2022-08-11 21:40:25, 2022-08-11 23:07:50, -80,        3, (not associated) ,
6E:7D:C5:38:6C:2F, 2022-08-11 23:07:45, 2022-08-11 23:07:45, -78,        1, (not associated) ,
DA:A1:19:E0:48:33, 2022-08-11 23:07:46, 2022-08-11 23:07:46, -78,        1, (not associated) ,
2E:E8:4E:F2:E1:A3, 2022-08-11 23:07:49, 2022-08-11 23:07:49, -78,        2, (not associated) ,
5E:18:5F:1D:B9:EE, 2022-08-11 23:07:49, 2022-08-11 23:07:49, -77,        1, (not associated) ,
46:55:77:08:79:CF, 2022-08-11 23:07:58, 2022-08-11 23:07:58, -85,        1, (not associated) ,
8A:3A:D0:D9:D5:C3, 2022-08-11 23:08:01, 2022-08-11 23:08:01, -80,        2, (not associated) ,
9E:7B:E9:33:CC:0C, 2022-08-11 23:07:58, 2022-08-11 23:07:58, -69,        1, (not associated) ,
46:30:32:89:45:EF, 2022-08-11 20:37:43, 2022-08-11 23:08:00,  -1,       12, 54:A6:5C:11:D8:C2,
70:FD:46:9E:C4:BC, 2022-08-11 18:51:53, 2022-08-11 23:07:59,  -1,      117, 48:4B:D4:8C:8A:40,
98:83:89:E0:06:32, 2022-08-11 23:08:00, 2022-08-11 23:08:00,  -1,        1, EC:A8:1F:20:9C:A0,
A6:95:7C:35:1E:02, 2022-08-11 23:08:09, 2022-08-11 23:08:09, -81,        2, (not associated) ,
62:BE:C9:12:81:76, 2022-08-11 23:08:12, 2022-08-11 23:08:12, -72,        1, (not associated) ,
DA:A1:19:6F:0E:C2, 2022-08-11 23:08:23, 2022-08-11 23:08:23, -78,        1, (not associated) ,
E6:E4:87:A4:EE:B4, 2022-08-11 23:08:23, 2022-08-11 23:08:23, -78,        2, (not associated) ,
1A:4B:97:3A:EB:7D, 2022-08-11 23:08:35, 2022-08-11 23:08:36, -83,        2, (not associated) ,
62:96:F2:45:0F:8D, 2022-08-11 23:08:48, 2022-08-11 23:08:48, -81,        2, (not associated) ,
02:80:43:47:99:A2, 2022-08-11 23:08:47, 2022-08-11 23:08:47, -79,        2, (not associated) ,
6E:6A:0F:76:CF:F6, 2022-08-11 23:08:56, 2022-08-11 23:08:57, -81,        2, (not associated) ,
06:24:A2:56:72:CA, 2022-08-11 23:08:59, 2022-08-11 23:08:59, -79,        1, (not associated) ,
9E:5B:C1:6C:14:66, 2022-08-11 23:09:00, 2022-08-11 23:09:00, -78,        1, (not associated) ,
C2:8E:07:61:F9:04, 2022-08-11 23:09:00, 2022-08-11 23:09:00, -77,        1, (not associated) ,
C6:B7:DF:76:A6:FC, 2022-08-11 23:09:09, 2022-08-11 23:09:09, -76,        1, (not associated) ,
1A:07:D6:46:A0:9E, 2022-08-11 23:09:09, 2022-08-11 23:09:09, -69,        1, (not associated) ,
1E:23:90:C1:14:39, 2022-08-11 23:09:35, 2022-08-11 23:09:35, -84,        1, (not associated) ,
C6:9D:25:CD:84:7A, 2022-08-11 23:09:35, 2022-08-11 23:09:35, -81,        2, (not associated) ,
26:83:6D:26:01:56, 2022-08-11 23:09:37, 2022-08-11 23:09:37, -79,        1, (not associated) ,
26:9A:28:A8:41:41, 2022-08-11 23:09:33, 2022-08-11 23:09:33, -77,        1, (not associated) ,
32:22:55:98:CE:7F, 2022-08-11 23:09:36, 2022-08-11 23:09:36, -73,        2, (not associated) ,
A2:B1:AF:C7:26:93, 2022-08-11 23:09:45, 2022-08-11 23:09:45, -81,        4, (not associated) ,
F6:6F:7F:D2:7D:9D, 2022-08-11 23:09:58, 2022-08-11 23:09:58, -76,        1, (not associated) ,
46:81:DD:16:D4:8E, 2022-08-11 23:10:13, 2022-08-11 23:10:13, -86,        1, D8:C6:78:1E:B6:88,
E2:D0:D3:CD:D5:FE, 2022-08-11 23:10:13, 2022-08-11 23:10:13, -76,        1, (not associated) ,
86:E7:CF:4D:00:50, 2022-08-11 23:10:21, 2022-08-11 23:10:22, -82,        5, (not associated) ,
76:A9:07:95:5D:D4, 2022-08-11 23:10:25, 2022-08-11 23:10:25, -80,        5, (not associated) ,
